datetime,open,high,low,close
2024-01-09 15:00:00+00:00,2035.069946,2035.65002,2028.90002,2028.91003
2024-01-09 16:00:00+00:00,2028.83997,2031.62,2026.17004,2031.28003
2024-01-09 17:00:00+00:00,2031.26001,2032.089966,2027.16003,2027.70996
2024-01-09 18:00:00+00:00,2027.73999,2029.37,2026.87,2029.21997
2024-01-09 19:00:00+00:00,2029.23999,2030.10999,2027.87,2028.92004
2024-01-09 20:00:00+00:00,2029.069946,2031.19995,2028.41003,2028.53003
2024-01-09 21:00:00+00:00,2028.45996,2030.39001,2028.45996,2030.33997
2024-01-09 23:00:00+00:00,2030.70996,2031.30005,2028.43005,2030.84998
2024-01-10 00:00:00+00:00,2030.81995,2031.23999,2029.76001,2030.31006
2024-01-10 01:00:00+00:00,2030.31995,2032.56995,2027.30005,2031.84998
2024-01-10 02:00:00+00:00,2031.84998,2032.93005,2030.41003,2031.88
2024-01-10 03:00:00+00:00,2031.89001,2032.060059,2028.26001,2029.01001
2024-01-10 04:00:00+00:00,2029.030029,2030.70996,2028.56006,2029.88
2024-01-10 05:00:00+00:00,2030.01001,2030.28003,2025.54004,2026.73999
2024-01-10 06:00:00+00:00,2026.76001,2027.069946,2023.98999,2024.67004
2024-01-10 07:00:00+00:00,2024.59998,2031.71997,2024.39001,2031.089966
2024-01-10 08:00:00+00:00,2031.12,2035.93994,2030.34998,2035.32996
2024-01-10 09:00:00+00:00,2035.35999,2036.19995,2034.71997,2035.78003
2024-01-10 10:00:00+00:00,2035.76001,2040.14001,2034.80005,2034.93994
2024-01-10 11:00:00+00:00,2034.87,2035.35999,2032.84998,2034.030029
2024-01-10 12:00:00+00:00,2034.099976,2035.70996,2031.45996,2031.58997
2024-01-10 13:00:00+00:00,2031.57996,2034.089966,2030.099976,2030.30005
2024-01-10 14:00:00+00:00,2030.28003,2033.38,2026.66003,2027.43005
2024-01-10 15:00:00+00:00,2027.33997,2029.85999,2024.92004,2027.98999
2024-01-10 16:00:00+00:00,2027.95996,2028.55005,2024.82996,2027.089966
2024-01-10 17:00:00+00:00,2027.099976,2027.81006,2022.55005,2024.099976
2024-01-10 18:00:00+00:00,2024.089966,2024.58997,2021.39001,2023.76001
2024-01-10 19:00:00+00:00,2023.84998,2024.48999,2020.55005,2024.079956
2024-01-10 20:00:00+00:00,2024.16003,2025.079956,2021.90002,2023.59998
2024-01-10 21:00:00+00:00,2023.68005,2024.58997,2023.45996,2024.43994
2024-01-10 23:00:00+00:00,2024.64001,2028.069946,2024.60999,2026.84998
2024-01-11 00:00:00+00:00,2026.88,2028.53003,2026.67004,2027.96997
2024-01-11 01:00:00+00:00,2027.94995,2030.40002,2027.12,2029.80005
2024-01-11 02:00:00+00:00,2029.63,2031.98999,2029.01001,2029.73999
2024-01-11 03:00:00+00:00,2029.70996,2031.12,2028.84998,2031.01001
2024-01-11 04:00:00+00:00,2030.95996,2032.37,2030.94995,2032.21997
2024-01-11 05:00:00+00:00,2032.26001,2034.67004,2031.15002,2033.030029
2024-01-11 06:00:00+00:00,2033.060059,2035.20996,2032.20996,2034.079956
2024-01-11 07:00:00+00:00,2034.060059,2035.81006,2033.73999,2033.95996
2024-01-11 08:00:00+00:00,2033.93005,2034.069946,2030.48999,2030.91003
2024-01-11 09:00:00+00:00,2030.69995,2032.53003,2030.26001,2031.38
2024-01-11 10:00:00+00:00,2031.48999,2032.78003,2030.62,2032.14001
2024-01-11 11:00:00+00:00,2032.12,2034.42004,2031.44995,2034.38
2024-01-11 12:00:00+00:00,2034.42004,2035.089966,2031.66003,2032.48999
2024-01-11 13:00:00+00:00,2032.46997,2044.62,2025.34998,2029.31995
2024-01-11 14:00:00+00:00,2029.41003,2034.89001,2025.10999,2029.90002
2024-01-11 15:00:00+00:00,2029.65002,2033.060059,2025.39001,2029.18005
2024-01-11 16:00:00+00:00,2029.10999,2029.66003,2013.79004,2016.82996
2024-01-11 17:00:00+00:00,2016.79004,2018.46997,2013.41003,2014.43994
2024-01-11 18:00:00+00:00,2014.38,2017.13,2013.96997,2017.13
2024-01-11 19:00:00+00:00,2017.17004,2027.43994,2017.17004,2026.48999
2024-01-11 20:00:00+00:00,2026.79004,2028.62,2023.56006,2027.64001
2024-01-11 21:00:00+00:00,2027.81995,2029.62,2027.48999,2028.70996
2024-01-11 23:00:00+00:00,2029.18994,2035.58997,2028.79004,2035.30005
2024-01-12 00:00:00+00:00,2035.20996,2035.41003,2030.34998,2031.18005
2024-01-12 01:00:00+00:00,2031.17004,2034.85999,2030.15002,2033.98999
2024-01-12 02:00:00+00:00,2034.030029,2035.31995,2033.30005,2034.050049
2024-01-12 03:00:00+00:00,2034.12,2035.76001,2033.87,2034.01001
2024-01-12 04:00:00+00:00,2033.98999,2035.079956,2032.90002,2034.76001
2024-01-12 05:00:00+00:00,2034.73999,2037.10999,2033.79004,2036.14001
2024-01-12 06:00:00+00:00,2036.069946,2036.85999,2034.93994,2035.29004
2024-01-12 07:00:00+00:00,2035.18005,2039.41003,2034.29004,2037.57996
2024-01-12 08:00:00+00:00,2037.56995,2039.82996,2037.16003,2038.81006
2024-01-12 09:00:00+00:00,2038.65002,2040.13,2037.92004,2038.18994
2024-01-12 10:00:00+00:00,2038.18994,2046.16003,2038.13,2045.92004
2024-01-12 11:00:00+00:00,2046.23999,2047.44995,2044.17004,2045.48999
2024-01-12 12:00:00+00:00,2045.58997,2053.37988,2045.58997,2047.84998
2024-01-12 13:00:00+00:00,2047.46997,2056.61011,2044.46997,2056.11011
2024-01-12 14:00:00+00:00,2056.37988,2062.28003,2053.42993,2056.050049
2024-01-12 15:00:00+00:00,2056.26001,2060.070068,2051.23999,2053.76001
2024-01-12 16:00:00+00:00,2053.73999,2055.59009,2048.38989,2048.38989
2024-01-12 17:00:00+00:00,2048.15991,2048.59009,2041.54004,2043.98999
2024-01-12 18:00:00+00:00,2043.94995,2048.76001,2043.12,2047.53003
2024-01-12 19:00:00+00:00,2047.38,2049.17993,2046.29004,2047.40002
2024-01-14 23:00:00+00:00,2047.96997,2048.71997,2046.44995,2047.68994
2024-01-15 00:00:00+00:00,2047.68005,2048.51001,2045.87,2047.94995
2024-01-15 01:00:00+00:00,2047.94995,2051.51001,2047.60999,2051.13989
2024-01-15 02:00:00+00:00,2051.13989,2056.48999,2049.92993,2056.44995
2024-01-15 03:00:00+00:00,2056.23999,2058.13989,2055.59009,2057.48999
2024-01-15 04:00:00+00:00,2057.40991,2057.63989,2053.59009,2054.38989
2024-01-15 05:00:00+00:00,2054.36011,2055.67993,2053.050049,2055.21997
2024-01-15 06:00:00+00:00,2055.13989,2057.090088,2053.88989,2055.42993
2024-01-15 07:00:00+00:00,2055.11011,2055.98999,2052.98999,2054.30005
2024-01-15 08:00:00+00:00,2054.42993,2058.65991,2053.96997,2056.69995
2024-01-15 09:00:00+00:00,2056.63989,2057.070068,2053.11011,2055.070068
2024-01-15 10:00:00+00:00,2055.17993,2055.17993,2052.19995,2053.050049
2024-01-15 11:00:00+00:00,2053.23999,2053.88989,2051.61011,2053.38989
2024-01-15 12:00:00+00:00,2053.40991,2053.76001,2051.40991,2052.80005
2024-01-15 13:00:00+00:00,2053.12012,2054.30005,2052.21997,2054.28003
2024-01-15 14:00:00+00:00,2054.32007,2054.46997,2051.71997,2052.32007
2024-01-15 15:00:00+00:00,2052.19995,2053.88989,2049.59009,2053.28003
2024-01-15 16:00:00+00:00,2053.28003,2054.96997,2053.26001,2054.11011
2024-01-15 17:00:00+00:00,2054.090088,2056.32007,2053.63989,2055.55005
2024-01-15 18:00:00+00:00,2055.46997,2055.46997,2054.38989,2054.46997
2024-01-15 19:00:00+00:00,2054.57007,2054.98999,2053.63989,2054.87988
2024-01-15 23:00:00+00:00,2055.17993,2055.67993,2053.38989,2054.090088
2024-01-16 00:00:00+00:00,2054.36011,2054.61011,2050.86011,2051.59009
2024-01-16 01:00:00+00:00,2051.34009,2053.38989,2050.030029,2050.96997
2024-01-16 02:00:00+00:00,2050.87988,2051.57007,2049.82007,2050.63989
2024-01-16 03:00:00+00:00,2050.65991,2051.67993,2048.44995,2049.57007
2024-01-16 04:00:00+00:00,2049.61011,2050.11011,2049.030029,2049.48999
2024-01-16 05:00:00+00:00,2049.48999,2049.57007,2047.62,2048.62012
2024-01-16 06:00:00+00:00,2048.55005,2050.65991,2047.48999,2050.51001
2024-01-16 07:00:00+00:00,2050.38989,2050.96997,2048.15991,2049.59009
2024-01-16 08:00:00+00:00,2049.48999,2050.17993,2042.18994,2043.16003
2024-01-16 09:00:00+00:00,2043.17004,2044.01001,2038.79004,2041.33997
2024-01-16 10:00:00+00:00,2041.31995,2042.45996,2039.33997,2040.98999
2024-01-16 11:00:00+00:00,2041.01001,2041.14001,2038.53003,2039.95996
2024-01-16 12:00:00+00:00,2039.93994,2040.099976,2035.71997,2038.56995
2024-01-16 13:00:00+00:00,2038.39001,2044.80005,2031.51001,2037.51001
2024-01-16 14:00:00+00:00,2037.65002,2042.56995,2037.01001,2038.28003
2024-01-16 15:00:00+00:00,2038.33997,2042.079956,2037.48999,2041.26001
2024-01-16 16:00:00+00:00,2041.23999,2041.30005,2032.60999,2033.60999
2024-01-16 17:00:00+00:00,2033.57996,2033.70996,2025.12,2025.40002
2024-01-16 18:00:00+00:00,2025.38,2028.93994,2024.35999,2025.17004
2024-01-16 19:00:00+00:00,2025.28003,2030.18994,2025.040039,2029.43005
2024-01-16 20:00:00+00:00,2029.48999,2029.85999,2027.92004,2028.39001
2024-01-16 21:00:00+00:00,2028.29004,2028.56995,2027.20996,2028.35999
2024-01-16 23:00:00+00:00,2028.18005,2028.43994,2025.91003,2028.18994
2024-01-17 00:00:00+00:00,2028.23999,2028.95996,2025.68994,2028.55005
2024-01-17 01:00:00+00:00,2028.60999,2030.87,2026.80005,2030.26001
2024-01-17 02:00:00+00:00,2030.23999,2032.96997,2027.079956,2028.98999
2024-01-17 03:00:00+00:00,2028.98999,2029.18994,2023.48999,2024.12
2024-01-17 04:00:00+00:00,2024.089966,2025.92004,2023.40002,2025.51001
2024-01-17 05:00:00+00:00,2025.51001,2025.53003,2019.54004,2020.69995
2024-01-17 06:00:00+00:00,2020.68994,2020.83997,2017.70996,2019.39001
2024-01-17 07:00:00+00:00,2019.38,2026.26001,2017.93994,2025.92004
2024-01-17 08:00:00+00:00,2025.88,2026.59998,2021.34998,2021.51001
2024-01-17 09:00:00+00:00,2021.46997,2024.33997,2019.10999,2024.01001
2024-01-17 10:00:00+00:00,2023.63,2028.37,2022.87,2026.12
2024-01-17 11:00:00+00:00,2026.18994,2026.81006,2023.79004,2024.01001
2024-01-17 12:00:00+00:00,2024.01001,2029.050049,2023.81995,2028.41003
2024-01-17 13:00:00+00:00,2028.48999,2028.63,2019.069946,2022.59998
2024-01-17 14:00:00+00:00,2022.63,2023.16003,2011.58997,2012.26001
2024-01-17 15:00:00+00:00,2012.13,2014.13,2006.23999,2008.96997
2024-01-17 16:00:00+00:00,2008.79004,2012.050049,2004.68994,2005.55005
2024-01-17 17:00:00+00:00,2005.60999,2008.13,2003.55005,2007.099976
2024-01-17 18:00:00+00:00,2007.19995,2007.20996,2001.92004,2004.88
2024-01-17 19:00:00+00:00,2004.93005,2006.94995,2004.43994,2005.63
2024-01-17 20:00:00+00:00,2005.67004,2006.90002,2004.85999,2006.01001
2024-01-17 21:00:00+00:00,2006.12,2006.48999,2005.37,2006.23999
2024-01-17 23:00:00+00:00,2006.60999,2009.98999,2006.51001,2009.62
2024-01-18 00:00:00+00:00,2009.67004,2010.90002,2008.38,2010.83997
2024-01-18 01:00:00+00:00,2010.82996,2012.17004,2009.40002,2011.81006
2024-01-18 02:00:00+00:00,2011.79004,2011.93005,2007.60999,2007.71997
2024-01-18 03:00:00+00:00,2007.73999,2009.12,2006.48999,2008.14001
2024-01-18 04:00:00+00:00,2008.13,2009.26001,2007.92004,2008.18005
2024-01-18 05:00:00+00:00,2008.18994,2009.46997,2005.91003,2009.30005
2024-01-18 06:00:00+00:00,2009.29004,2013.10999,2008.93994,2012.78003
2024-01-18 07:00:00+00:00,2012.78003,2014.20996,2011.15002,2012.35999
2024-01-18 08:00:00+00:00,2012.26001,2012.40002,2009.69995,2009.78003
2024-01-18 09:00:00+00:00,2009.78003,2013.030029,2008.26001,2010.19995
2024-01-18 10:00:00+00:00,2010.28003,2012.23999,2009.32996,2011.68005
2024-01-18 11:00:00+00:00,2011.68005,2013.56006,2010.85999,2012.66003
2024-01-18 12:00:00+00:00,2012.70996,2017.31006,2012.70996,2015.069946
2024-01-18 13:00:00+00:00,2014.92004,2014.92004,2008.18994,2009.16003
2024-01-18 14:00:00+00:00,2009.23999,2013.70996,2009.16003,2012.88
2024-01-18 15:00:00+00:00,2013.050049,2015.70996,2011.76001,2013.68005
2024-01-18 16:00:00+00:00,2013.68994,2017.78003,2013.15002,2014.94995
2024-01-18 17:00:00+00:00,2014.96997,2016.44995,2013.32996,2016.35999
2024-01-18 18:00:00+00:00,2016.43005,2021.15002,2015.60999,2020.65002
2024-01-18 19:00:00+00:00,2020.51001,2020.66003,2018.38,2019.89001
2024-01-18 20:00:00+00:00,2020.01001,2022.70996,2020.01001,2022.19995
2024-01-18 21:00:00+00:00,2022.37,2023.33997,2021.98999,2023.099976
2024-01-18 23:00:00+00:00,2024.050049,2024.45996,2021.30005,2023.85999
2024-01-19 00:00:00+00:00,2023.85999,2024.31995,2022.68005,2023.18005
2024-01-19 01:00:00+00:00,2023.15002,2025.60999,2022.099976,2024.12
2024-01-19 02:00:00+00:00,2024.050049,2025.13,2022.69995,2024.15002
2024-01-19 03:00:00+00:00,2024.17004,2024.31006,2022.079956,2022.94995
2024-01-19 04:00:00+00:00,2022.93994,2023.01001,2020.80005,2021.16003
2024-01-19 05:00:00+00:00,2021.14001,2021.92004,2020.48999,2021.78003
2024-01-19 06:00:00+00:00,2021.69995,2024.34998,2020.88,2023.90002
2024-01-19 07:00:00+00:00,2023.87,2029.73999,2023.70996,2028.079956
2024-01-19 08:00:00+00:00,2027.96997,2030.18005,2026.31995,2029.81006
2024-01-19 09:00:00+00:00,2029.78003,2030.88,2027.67004,2029.81006
2024-01-19 10:00:00+00:00,2029.79004,2030.98999,2028.98999,2030.43994
2024-01-19 11:00:00+00:00,2030.45996,2032.079956,2028.83997,2031.68994
2024-01-19 12:00:00+00:00,2031.81006,2035.19995,2031.80005,2032.88
2024-01-19 13:00:00+00:00,2032.98999,2039.30005,2032.67004,2035.32996
2024-01-19 14:00:00+00:00,2035.55005,2035.73999,2026.51001,2029.71997
2024-01-19 15:00:00+00:00,2032.030029,2032.030029,2023.29004,2027.80005
2024-01-19 16:00:00+00:00,2027.81006,2029.56995,2023.35999,2025.01001
2024-01-19 17:00:00+00:00,2024.92004,2029.16003,2024.43994,2029.13
2024-01-19 18:00:00+00:00,2029.18005,2029.44995,2026.54004,2027.93994
2024-01-19 19:00:00+00:00,2027.98999,2029.51001,2027.62,2029.26001
2024-01-21 23:00:00+00:00,2028.85999,2028.87,2027.01001,2027.64001
2024-01-22 00:00:00+00:00,2027.45996,2029.29004,2025.54004,2029.079956
2024-01-22 01:00:00+00:00,2029.069946,2032.15002,2028.84998,2029.18005
2024-01-22 02:00:00+00:00,2029.23999,2030.13,2028.42004,2029.88
2024-01-22 03:00:00+00:00,2029.88,2029.88,2026.060059,2027.050049
2024-01-22 04:00:00+00:00,2027.040039,2027.23999,2024.79004,2025.56006
2024-01-22 05:00:00+00:00,2025.51001,2025.57996,2021.91003,2023.32996
2024-01-22 06:00:00+00:00,2023.26001,2024.51001,2020.12,2020.95996
2024-01-22 07:00:00+00:00,2020.48999,2024.40002,2019.18994,2021.87
2024-01-22 08:00:00+00:00,2021.62,2026.30005,2020.58997,2022.32996
2024-01-22 09:00:00+00:00,2022.030029,2024.01001,2020.65002,2021.76001
2024-01-22 10:00:00+00:00,2021.68994,2024.63,2021.14001,2022.89001
2024-01-22 11:00:00+00:00,2022.85999,2026.62,2022.26001,2026.17004
2024-01-22 12:00:00+00:00,2026.37,2030.17004,2025.32996,2029.73999
2024-01-22 13:00:00+00:00,2029.65002,2029.71997,2021.31995,2023.28003
2024-01-22 14:00:00+00:00,2023.23999,2023.94995,2016.63,2022.78003
2024-01-22 15:00:00+00:00,2023.079956,2026.56995,2020.80005,2024.079956
2024-01-22 16:00:00+00:00,2024.16003,2024.26001,2021.56995,2023.69995
2024-01-22 17:00:00+00:00,2023.85999,2024.59998,2021.43005,2021.58997
2024-01-22 18:00:00+00:00,2021.56006,2021.96997,2019.94995,2021.39001
2024-01-22 19:00:00+00:00,2021.42004,2021.67004,2019.21997,2021.099976
2024-01-22 20:00:00+00:00,2021.10999,2021.12,2019.32996,2020.88
2024-01-22 21:00:00+00:00,2020.93994,2021.81995,2020.30005,2021.78003
2024-01-22 23:00:00+00:00,2021.66003,2022.01001,2020.58997,2020.80005
2024-01-23 00:00:00+00:00,2020.89001,2023.17004,2020.88,2022.83997
2024-01-23 01:00:00+00:00,2022.84998,2022.90002,2019.66003,2021.76001
2024-01-23 02:00:00+00:00,2021.63,2024.23999,2020.83997,2022.71997
2024-01-23 03:00:00+00:00,2022.66003,2028.01001,2021.82996,2027.55005
2024-01-23 04:00:00+00:00,2027.43005,2027.95996,2026.80005,2027.68005
2024-01-23 05:00:00+00:00,2027.80005,2031.76001,2027.31995,2030.89001
2024-01-23 06:00:00+00:00,2030.87,2035.96997,2029.16003,2035.12
2024-01-23 07:00:00+00:00,2035.56995,2037.84998,2027.87,2031.71997
